	value
1462	Stimulation
1463	Hedonism
1464	Achievement
1465	Power: dominance
1466	Power: resources
1467	Face
1468	Security: personal
1469	Security: societal
1470	Tradition
1471	Conformity: rules
1472	Conformity: interpersonal
1473	Humility
1474	Benevolence: caring
1475	Benevolence: dependability
1476	Universalism: concern
1477	Universalism: nature
1478	Universalism: tolerance
1479	Universalism: objectivity
1480	Self-direction: thought
1481	Self-direction: action
1482	Stimulation
1483	Hedonism
1484	Achievement
1485	Power: dominance
1486	Power: resources
1487	Face
1488	Security: personal
1489	Security: societal
1490	Tradition
1491	Conformity: rules
1492	Conformity: interpersonal
1493	Humility
1494	Benevolence: caring
1495	Benevolence: dependability
1496	Universalism: concern
1497	Universalism: nature
1498	Universalism: tolerance
1499	Universalism: objectivity
1500	Self-direction: thought
1501	Self-direction: action
1502	Stimulation
1503	Hedonism
1504	Achievement
1505	Power: dominance
1506	Power: resources
1507	Face
1508	Security: personal
1509	Security: societal
1510	Tradition
1511	Conformity: rules
1512	Conformity: interpersonal
1513	Humility
1514	Benevolence: caring
1515	Benevolence: dependability
1516	Universalism: concern
1517	Universalism: nature
1518	Universalism: tolerance
1519	Universalism: objectivity
1520	Self-direction: thought
1521	Self-direction: action
1522	Stimulation
1523	Hedonism
1524	Achievement
1525	Power: dominance
1526	Power: resources
1527	Face
1528	Security: personal
1529	Security: societal
1530	Tradition
1531	Conformity: rules
1532	Conformity: interpersonal
1533	Humility
1534	Benevolence: caring
1535	Benevolence: dependability
1536	Universalism: concern
1537	Universalism: nature
1538	Universalism: tolerance
1539	Universalism: objectivity
1540	Self-direction: thought
1541	Self-direction: action
1542	Stimulation
1543	Hedonism
1544	Achievement
1545	Power: dominance
1546	Power: resources
1547	Face
1548	Security: personal
1549	Security: societal
1550	Tradition
1551	Conformity: rules
1552	Conformity: interpersonal
1553	Humility
1554	Benevolence: caring
1555	Benevolence: dependability
1556	Universalism: concern
1557	Universalism: nature
1558	Universalism: tolerance
1559	Universalism: objectivity
1560	Self-direction: thought
1561	Self-direction: action
1562	Stimulation
1563	Hedonism
1564	Achievement
1565	Power: dominance
1566	Power: resources
1567	Face
1568	Security: personal
1569	Security: societal
1570	Tradition
1571	Conformity: rules
1572	Conformity: interpersonal
1573	Humility
1574	Benevolence: caring
1575	Benevolence: dependability
1576	Universalism: concern
1577	Universalism: nature
1578	Universalism: tolerance
1579	Universalism: objectivity
1580	Self-direction: thought
1581	Self-direction: action
1582	Stimulation
1583	Hedonism
1584	Achievement
1585	Power: dominance
1586	Power: resources
1587	Face
1588	Security: personal
1589	Security: societal
1590	Tradition
1591	Conformity: rules
1592	Conformity: interpersonal
1593	Humility
1594	Benevolence: caring
1595	Benevolence: dependability
1596	Universalism: concern
1597	Universalism: nature
1598	Universalism: tolerance
1599	Universalism: objectivity
1600	Self-direction: thought
1601	Self-direction: action
1602	Stimulation
1603	Hedonism
1604	Achievement
1605	Power: dominance
1606	Power: resources
1607	Face
1608	Security: personal
1609	Security: societal
1610	Tradition
1611	Conformity: rules
1612	Conformity: interpersonal
1613	Humility
1614	Benevolence: caring
1615	Benevolence: dependability
1616	Universalism: concern
1617	Universalism: nature
1618	Universalism: tolerance
1619	Universalism: objectivity
1620	Self-direction: thought
1621	Self-direction: action
1622	Stimulation
1623	Hedonism
1624	Achievement
1625	Power: dominance
1626	Power: resources
1627	Face
1628	Security: personal
1629	Security: societal
1630	Tradition
1631	Conformity: rules
1632	Conformity: interpersonal
1633	Humility
1634	Benevolence: caring
1635	Benevolence: dependability
1636	Universalism: concern
1637	Universalism: nature
1638	Universalism: tolerance
1639	Universalism: objectivity
1640	Self-direction: thought
1641	Self-direction: action
1642	Stimulation
1643	Hedonism
1644	Achievement
1645	Power: dominance
1646	Power: resources
1647	Face
1648	Security: personal
1649	Security: societal
1650	Tradition
1651	Conformity: rules
1652	Conformity: interpersonal
1653	Humility
1654	Benevolence: caring
1655	Benevolence: dependability
1656	Universalism: concern
1657	Universalism: nature
1658	Universalism: tolerance
1659	Universalism: objectivity
1660	Self-direction: thought
1661	Self-direction: action
1662	Stimulation
1663	Hedonism
1664	Achievement
1665	Power: dominance
1666	Power: resources
1667	Face
1668	Security: personal
1669	Security: societal
1670	Tradition
1671	Conformity: rules
1672	Conformity: interpersonal
1673	Humility
1674	Benevolence: caring
1675	Benevolence: dependability
1676	Universalism: concern
1677	Universalism: nature
1678	Universalism: tolerance
1679	Universalism: objectivity
1680	Self-direction: thought
1681	Self-direction: action
1682	Stimulation
1683	Hedonism
1684	Achievement
1685	Power: dominance
1686	Power: resources
1687	Face
1688	Security: personal
1689	Security: societal
1690	Tradition
1691	Conformity: rules
1692	Conformity: interpersonal
1693	Humility
1694	Benevolence: caring
1695	Benevolence: dependability
1696	Universalism: concern
1697	Universalism: nature
1698	Universalism: tolerance
1699	Universalism: objectivity
1700	Self-direction: thought
1701	Self-direction: action
1702	Stimulation
1703	Hedonism
1704	Achievement
1705	Power: dominance
1706	Power: resources
1707	Face
1708	Security: personal
1709	Security: societal
1710	Tradition
1711	Conformity: rules
1712	Conformity: interpersonal
1713	Humility
1714	Benevolence: caring
1715	Benevolence: dependability
1716	Universalism: concern
1717	Universalism: nature
1718	Universalism: tolerance
1719	Universalism: objectivity
1720	Self-direction: thought
1721	Self-direction: action
1722	Stimulation
1723	Hedonism
1724	Achievement
1725	Power: dominance
1726	Power: resources
1727	Face
1728	Security: personal
1729	Security: societal
1730	Tradition
1731	Conformity: rules
1732	Conformity: interpersonal
1733	Humility
1734	Benevolence: caring
1735	Benevolence: dependability
1736	Universalism: concern
1737	Universalism: nature
1738	Universalism: tolerance
1739	Universalism: objectivity
1740	Self-direction: thought
1741	Self-direction: action
1742	Stimulation
1743	Hedonism
1744	Achievement
1745	Power: dominance
1746	Power: resources
1747	Face
1748	Security: personal
1749	Security: societal
1750	Tradition
1751	Conformity: rules
1752	Conformity: interpersonal
1753	Humility
1754	Benevolence: caring
1755	Benevolence: dependability
1756	Universalism: concern
1757	Universalism: nature
1758	Universalism: tolerance
1759	Universalism: objectivity
1760	Self-direction: thought
1761	Self-direction: action
1762	Stimulation
1763	Hedonism
1764	Achievement
1765	Power: dominance
1766	Power: resources
1767	Face
1768	Security: personal
1769	Security: societal
1770	Tradition
1771	Conformity: rules
1772	Conformity: interpersonal
1773	Humility
1774	Benevolence: caring
1775	Benevolence: dependability
1776	Universalism: concern
1777	Universalism: nature
1778	Universalism: tolerance
1779	Universalism: objectivity
1780	Self-direction: thought
1781	Self-direction: action
1782	Stimulation
1783	Hedonism
1784	Achievement
1785	Power: dominance
1786	Power: resources
1787	Face
1788	Security: personal
1789	Security: societal
1790	Tradition
1791	Conformity: rules
1792	Conformity: interpersonal
1793	Humility
1794	Benevolence: caring
1795	Benevolence: dependability
1796	Universalism: concern
1797	Universalism: nature
1798	Universalism: tolerance
1799	Universalism: objectivity
1800	Self-direction: thought
1801	Self-direction: action
1802	Stimulation
1803	Hedonism
1804	Achievement
1805	Power: dominance
1806	Power: resources
1807	Face
1808	Security: personal
1809	Security: societal
1810	Tradition
1811	Conformity: rules
1812	Conformity: interpersonal
1813	Humility
1814	Benevolence: caring
1815	Benevolence: dependability
1816	Universalism: concern
1817	Universalism: nature
1818	Universalism: tolerance
1819	Universalism: objectivity
1820	Self-direction: thought
1821	Self-direction: action
1822	Stimulation
1823	Hedonism
1824	Achievement
1825	Power: dominance
1826	Power: resources
1827	Face
1828	Security: personal
1829	Security: societal
1830	Tradition
1831	Conformity: rules
1832	Conformity: interpersonal
1833	Humility
1834	Benevolence: caring
1835	Benevolence: dependability
1836	Universalism: concern
1837	Universalism: nature
1838	Universalism: tolerance
1839	Universalism: objectivity
1840	Self-direction: thought
1841	Self-direction: action
1842	Stimulation
1843	Hedonism
1844	Achievement
1845	Power: dominance
1846	Power: resources
1847	Face
1848	Security: personal
1849	Security: societal
1850	Tradition
1851	Conformity: rules
1852	Conformity: interpersonal
1853	Humility
1854	Benevolence: caring
1855	Benevolence: dependability
1856	Universalism: concern
1857	Universalism: nature
1858	Universalism: tolerance
1859	Universalism: objectivity
1860	Self-direction: thought
1861	Self-direction: action
1862	Stimulation
1863	Hedonism
1864	Achievement
1865	Power: dominance
1866	Power: resources
1867	Face
1868	Security: personal
1869	Security: societal
1870	Tradition
1871	Conformity: rules
1872	Conformity: interpersonal
1873	Humility
1874	Benevolence: caring
1875	Benevolence: dependability
1876	Universalism: concern
1877	Universalism: nature
1878	Universalism: tolerance
1879	Universalism: objectivity
1880	Self-direction: thought
1881	Self-direction: action
1882	Stimulation
1883	Hedonism
1884	Achievement
1885	Power: dominance
1886	Power: resources
1887	Face
1888	Security: personal
1889	Security: societal
1890	Tradition
1891	Conformity: rules
1892	Conformity: interpersonal
1893	Humility
1894	Benevolence: caring
1895	Benevolence: dependability
1896	Universalism: concern
1897	Universalism: nature
1898	Universalism: tolerance
1899	Universalism: objectivity
1900	Self-direction: thought
1901	Self-direction: action
1902	Stimulation
1903	Hedonism
1904	Achievement
1905	Power: dominance
1906	Power: resources
1907	Face
1908	Security: personal
1909	Security: societal
1910	Tradition
1911	Conformity: rules
1912	Conformity: interpersonal
1913	Humility
1914	Benevolence: caring
1915	Benevolence: dependability
1916	Universalism: concern
1917	Universalism: nature
1918	Universalism: tolerance
1919	Universalism: objectivity
1920	Self-direction: thought
1921	Self-direction: action
1922	Stimulation
1923	Hedonism
1924	Achievement
1925	Power: dominance
1926	Power: resources
1927	Face
1928	Security: personal
1929	Security: societal
1930	Tradition
1931	Conformity: rules
1932	Conformity: interpersonal
1933	Humility
1934	Benevolence: caring
1935	Benevolence: dependability
1936	Universalism: concern
1937	Universalism: nature
1938	Universalism: tolerance
1939	Universalism: objectivity
1940	Self-direction: thought
1941	Self-direction: action
1942	Stimulation
1943	Hedonism
1944	Achievement
1945	Power: dominance
1946	Power: resources
1947	Face
1948	Security: personal
1949	Security: societal
1950	Tradition
1951	Conformity: rules
1952	Conformity: interpersonal
1953	Humility
1954	Benevolence: caring
1955	Benevolence: dependability
1956	Universalism: concern
1957	Universalism: nature
1958	Universalism: tolerance
1959	Universalism: objectivity
1960	Self-direction: thought
1961	Self-direction: action
1962	Stimulation
1963	Hedonism
1964	Achievement
1965	Power: dominance
1966	Power: resources
1967	Face
1968	Security: personal
1969	Security: societal
1970	Tradition
1971	Conformity: rules
1972	Conformity: interpersonal
1973	Humility
1974	Benevolence: caring
1975	Benevolence: dependability
1976	Universalism: concern
1977	Universalism: nature
1978	Universalism: tolerance
1979	Universalism: objectivity
1980	Self-direction: thought
1981	Self-direction: action
1982	Stimulation
1983	Hedonism
1984	Achievement
1985	Power: dominance
1986	Power: resources
1987	Face
1988	Security: personal
1989	Security: societal
1990	Tradition
1991	Conformity: rules
1992	Conformity: interpersonal
1993	Humility
1994	Benevolence: caring
1995	Benevolence: dependability
1996	Universalism: concern
1997	Universalism: nature
1998	Universalism: tolerance
1999	Universalism: objectivity
2000	Self-direction: thought
2001	Self-direction: action
2002	Stimulation
2003	Hedonism
2004	Achievement
